,URL,HASH,ID,DATE,CONTENT,UPDATE_DATE,SEARCH_TEXT,AREA
71,/p/B4KnLJNlQCo/,"#아트로스튜디오,#아트로,#로미💕,#문화예술교육,#예술이야기,#한국문화예술교육진흥원,#스토리텔링,#홈미술,#홈스쿨,#오창홈스쿨,#오창미술,#아동미술,#초등미술,#영어미술,#청주미술,#꼬마예술가,#미술학원,#취미미술,#오창미술학원,#엘리트어린이집,#양청초,#청원초,#양청초병설유치원,#은성유치원,#비봉유치원,#오창롯데캐슬,#오창롯데캐슬더하이스트,#자연유치원,#목령어린이집",artro_studio,2019-10-28 00:00:00,"Instagram의 아트로 스튜디오님: “가족에게 보내는 러브레터❤✉
.
.
#아트로스튜디오 #아트로 #로미💕 #문화예술교육 #예술이야기 #한국문화예술교육진흥원 #스토리텔링 #홈미술 #홈스쿨 #오창홈스쿨 #오창미술 #아동미술 #초등미술 #영어미술 #청주미술 #꼬마예술가 #미술학원 #취미미술…”",2019-10-31,한국문화예술교육진흥원,-
72,/p/B4KLxneliZT/,"#보스타임,#문화예술강사,#한국문화예술교육진흥원,#문화예술교육사",busan_kid_run,2019-10-28 00:00:00,"Instagram의 키즈런 [부산] 지점 공식 인스타그램님: “#보스타임
#문화예술강사
인증 된 보스 입니당~😍😍
노력 했던 성과가 드뎌 ㅠㅠ
-
#한국문화예술교육진흥원 #문화예술교육사”",2019-10-31,한국문화예술교육진흥원,-
73,/p/B4KLHSdBWLA/,"#오마이포토그래퍼,#한국문화예술교육진흥원,#문화예술교육사,#레벨업,#예술강사,#문화체육관광부,#연기,#배우,#꿈다락토요문화학교",omy_photographer,2019-10-28 00:00:00,"Instagram의 안.찍.남 [안경 찍는 남자]님: “#오마이포토그래퍼
이제 정식 예술강사!! ㅋ
-
-
#한국문화예술교육진흥원 #문화예술교육사 #레벨업 #예술강사 #문화체육관광부 #연기 #배우 #꿈다락토요문화학교”",2019-10-31,한국문화예술교육진흥원,-
74,/p/B4J4LD4FflF/,,sangsanggo3,2019-10-28 00:00:00,"Instagram의 상상만개님: “-
지난 10월 10일, 2019 상상만개 기획회의가 진행되었습니다!
-
상상만개의 참여 아티스트들이 전부 모여
알찬 프로그램을 만들기 위한 시간을 가졌는데요,
지난주에 공개된 티저영상도 촬영하고
좋은 프로그램을 만들기 위한 이야기도 나누며 
다가올…”",2019-10-31,한국문화예술교육진흥원,-
75,/p/B4JhsrGFdSC/,"#mindspace,#마인드스페이스,#2019,#기업강의,#기업교육,#조직문화,#예술심리치료,#강의,#교육,#출강,#기업출강,#워크숍,#강사,#한국문화예술교육진흥원,#아르떼,#문화예술,#나키움아뜰리에,#서울가톨릭사회복지회",mindspace_korea,2019-10-28 00:00:00,"Instagram의 mindspace님: “행복에 대한 정의는 각자 다릅니다. 하지만 명백한 것은 행복은 항상 당신 옆에 있습니다.
.
.
오늘은 서울가톨릭사회복지회 사회복지사님들과 함께 파랑새 이야기와 낙서 작업으로 행복의 의미를 찾아보았습니다. 저마다 행복에 대한 정의는 다르지만 행복은…”",2019-10-31,한국문화예술교육진흥원,서울
76,/p/B4JYRgcJx9P/,"#문화예술교육사2급,#한국문화예술교육진흥원",kitebooze,2019-10-28 00:00:00,Instagram의 김연주님: “뿌이뿌이뿌이 뿌이~~~~~~🥳 #문화예술교육사2급 #한국문화예술교육진흥원”,2019-10-31,한국문화예술교육진흥원,-
77,/p/B4HnNujJ4sM/,"#어제의나무,#우드카빙,#카빙노트,#woodcarving,#살림도구,#한국문화예술교육진흥원",treeofyesterday,2019-10-27 00:00:00,"Instagram의 어제의나무 남머루님: “+
2019 직장인 문화예술교육
나무를 깎고, 시간으로 쓰다.
ㆍ
2기 둘째날 스케치.
ㆍ
어제의 나무
http://treeofyesterday.co.kr
+
#어제의나무 #우드카빙 #카빙노트 #woodcarving #살림도구 #한국문화예술교육진흥원”",2019-10-31,한국문화예술교육진흥원,-
78,/p/B4Ff2tHlUEL/,"#컬쳐커넥션,#kpop레시피,#꿈다락토요문화학교,#경기문화예술교육지원센터,#경기문화재단,#명학마을작은도서관,#toyo_school,#한국문화예술교육진흥원",culture_connection,2019-10-26 00:00:00,"Instagram의 컬쳐커넥션님: “오늘은 아이패드를 활용하여 다양한 악기를 찾아보았습니다. 프로 작곡가 못지 않게 진지하게 탐색하고 나의 곡에 어떤악기를 고를지 고민중인 모습입니다. 
#컬쳐커넥션 #kpop레시피 #꿈다락토요문화학교 #경기문화예술교육지원센터 #경기문화재단…”",2019-10-31,한국문화예술교육진흥원,경기
79,/p/B4FfO7cDyi9/,"#성결대학교,#sku_xr_center,#주말예술캠퍼스,#오래된미래,#소닉파이,#sonicpi,#디지털창작소,#한국문화예술교육진흥원,#toyo_school,#안양과천교육지원청,#영재교육원",sku_xr_center,2019-10-26 00:00:00,"Instagram의 XR Center, Sungkyul University님: “코딩으로 음악을 만들수 있습니다. 
매주 토요일 성결대학교에서는 음악코딩수업이 진행됩니다. 
마법이 되기위한 예술과 기술의 융합...성결대학교로 오세요~!! #성결대학교 #sku_xr_center 
#주말예술캠퍼스 #오래된미래 #소닉파이…”",2019-10-31,한국문화예술교육진흥원,-
80,/p/B4E0dmmnzrm/,"#문화체육관광부,#한국문화예술교육진흥원,#인천문화재단,#지역특성화문화예술교육",so0o_rang,2019-10-26 00:00:00,"Instagram의 @so0o_rang님: “수고많으셨습니다 투잡끗!! 🥳😭
#문화체육관광부 #한국문화예술교육진흥원 #인천문화재단 #지역특성화문화예술교육”",2019-10-31,한국문화예술교육진흥원,인천
81,/p/B4DHEBoFTtl/,"#열기구만들기,#지끈공예,#아트로스튜디오,#아트로,#로미💕,#문화예술교육,#예술이야기,#한국문화예술교육진흥원,#스토리텔링,#홈미술,#홈스쿨,#오창홈스쿨,#오창미술,#아동미술,#초등미술,#영어미술,#청주미술,#꼬마예술가,#미술학원,#오창미술학원,#엘리트어린이집,#양청초,#청원초,#양청초병설유치원,#은성유치원,#비봉유치원,#오창롯데캐슬,#오창롯데캐슬더하이스트,#자연유치원,#목령어린이집",artro_studio,2019-10-25 00:00:00,"Instagram의 아트로 스튜디오님: “로미네 식구 모두 다 함께하는 하늘여행🎈💡
.
.
#열기구만들기 #지끈공예 #아트로스튜디오 #아트로 #로미💕 #문화예술교육 #예술이야기 #한국문화예술교육진흥원 #스토리텔링 #홈미술 #홈스쿨 #오창홈스쿨 #오창미술 #아동미술 #초등미술 #영어미술…”",2019-10-31,한국문화예술교육진흥원,-
82,/p/B4Czodnh7Zx/,"#나의인생워라벨_단풍놀이,#직장인문화예술교육,#문화예술교육,#직장인문화예술교육,#한국문화예술교육진흥원,#서울직장인밴드,#서울,#서울문화예술,#쉼,#직장인생활,#일상의도구,#도전취미,#워라벨라이프,#일상,#워라벨일상,#취미공유,#마음의쉼터인곳",arte_for_workers,2019-10-25 00:00:00,"Instagram의 2019 직장인 문화예술 교육님: “#나의인생워라벨_단풍놀이
⠀
내일부터 갑자기 추워지는 날씨라고 하네요!
감기조심하시고, 이제 가을도 제법 중순으로 들어들고 있어
단풍의초절정이 이번주 주말 부터 다음주까지 이어진다네요-!
⠀
내 인생에 있어 쉬어가는 타이밍도 만들겸, 곳곳에 펼쳐진…”",2019-10-31,한국문화예술교육진흥원,서울
83,/p/B4CyWfhhHdw/,"#나의인생워라벨_무서운이야기,#남의집프로젝트,#직장인문화예술교육,#한국문화예술교육진흥원,#옥천직장인밴드,#마포,#천안문화예술,#쉼,#공포이야기,#일상의도구,#도전취미,#워라벨라이프,#일상,#워라벨일상,#취미공유,#마음의쉼터인곳",arte_for_workers,2019-10-25 00:00:00,"Instagram의 2019 직장인 문화예술 교육님: “#나의인생워라벨_무서운이야기
⠀
괴물이라는 것은 사회의 금기에서 생겨났다는 것을 아시나요 ?
괴물이 생겨난 원리를 살펴보고 각자 자신만의 괴물을 만들어 보는 시간을 갖어보세요!
⠀
내가 만든 괴물을 소개하면서 함께 현대판 요괴도감을…”",2019-10-31,한국문화예술교육진흥원,-
84,/p/B4CxBT2JoDx/,"#미디어퍼포먼스101,#많은,#김주빈,#이정섭,#남의집프로젝트,#한국문화예술교육진흥원,#문화체육관광부,#jubincompany,#인터렉티브,#뉴미디어",kim_jubin,2019-10-25 00:00:00,"Instagram의 Ju-bin Kim님: “한국문화예술교육진흥원 
X 남의집프로젝트 
이웃집 예술가 시즌 2
#미디어퍼포먼스101 참여자모집합니다
#많은 참여 부탁드립니다
#
안무가 김주빈과 뉴미디어작가 이정섭
의 남의집프로젝트!
#
오는 11월 25일-26일에 선보일
주빈컴퍼니의…”",2019-10-31,한국문화예술교육진흥원,-
85,/p/B4CeS9KF7UH/,"#문화체육관광부,#울산광역시,#남구문화원,#울산문화재단,#한국문화예술교육진흥원,#장생포할매들의딱지놀이,#울산퍼즐,#장생포퍼즐,#화투퍼즐,#저작권있음",color.play.art,2019-10-25 00:00:00,"Instagram의 색동탐험대[드로잉전문]-steam교육&과정중심미술님: “#문화체육관광부 #울산광역시 #남구문화원 #울산문화재단 #한국문화예술교육진흥원 #장생포할매들의딱지놀이
#울산퍼즐 #장생포퍼즐 #화투퍼즐 #저작권있음

지역특성화문화예술교육사업 성과공유회때 사용할 퍼즐 실물제품.”",2019-10-31,한국문화예술교육진흥원,울산
86,/p/B4CNp6OnEoL/,"#경기문화재단,#경기문화예술교육지원센터,#유아문화예술교육지원사업,#유아,#문화체육관광부,#한국문화예술교육진흥원,#장앤파트너스그룹,#경기도",ggarte.ggcf,2019-10-25 00:00:00,"Instagram의 경기문화예술교육지원센터님: “경기문화예술교육지원센터는 의정부에서 서울로 달려와 2019 유아문화예술교육지원사업 컨설팅 결과공유회에 참석했습니다👐
⠀
한국문화예술교육진흥원과 장앤파트너스그룹, 광역지역문화예술교육지원센터는 한곳에 모여 올해 유아문화예술교육지원사업 프로그램에 대한…”",2019-10-31,한국문화예술교육진흥원,경기
